case	gene	probe	delta_beta	delta_rna	beta_tp	beta_r1
TCGA-DU-6397	CD44	cg13369159	-0.0071653999999999884	-0.5917072824406026	0.9195618	0.9123964
TCGA-DU-6397	CD44	cg14082886	0.009908099999999975	-0.5917072824406026	0.9133897	0.9232978
TCGA-DU-6397	CD44	cg14593191	-0.6432735	-0.5917072824406026	0.7958475	0.152574
TCGA-DU-6397	CD44	cg15239179	-0.18705989999999995	-0.5917072824406026	0.8966609	0.709601
TCGA-DU-6397	CD44	cg15427520	-0.0534635	-0.5917072824406026	0.9415471	0.8880836
TCGA-DU-6397	CD44	cg15695194	-0.045649200000000056	-0.5917072824406026	0.8846416	0.8389924
TCGA-DU-6397	CD44	cg16175294	0.00623779999999996	-0.5917072824406026	0.9000924	0.9063302
TCGA-DU-6397	CD44	cg16344511	-0.26409479999999996	-0.5917072824406026	0.8326091	0.5685143
TCGA-DU-6397	CD44	cg17640322	-0.00458223	-0.5917072824406026	0.01839232	0.01381009
TCGA-DU-6397	CD44	cg18652941	-0.0034949800000000017	-0.5917072824406026	0.05786578	0.0543708
TCGA-DU-6397	CD44	cg19292760	-0.3928817	-0.5917072824406026	0.5392934	0.1464117
TCGA-DU-6397	CD44	cg19430728	-0.0364951	-0.5917072824406026	0.9353979	0.8989028
TCGA-DU-6397	CD44	cg20143092	-0.01696872	-0.5917072824406026	0.03012075	0.01315203
TCGA-DU-6397	CD44	cg20971158	-0.015615600000000063	-0.5917072824406026	0.9111365	0.8955209
TCGA-DU-6397	CD44	cg21076259	-0.06115019999999999	-0.5917072824406026	0.2075755	0.1464253
TCGA-DU-6397	CD44	cg23186333	-0.01361840000000003	-0.5917072824406026	0.9087998	0.8951814
TCGA-DU-6397	CD44	cg23210303	-0.06302819999999998	-0.5917072824406026	0.9016547	0.8386265
TCGA-DU-6397	CD44	cg25096745	-0.0009438999999999975	-0.5917072824406026	0.9140112	0.9130673
TCGA-06-0125	CHI3L1	cg02097014	0.1607118501746408	1.3374520218446648	0.0757022134706772	0.236414063645318
TCGA-06-0125	CHI3L1	cg03625911	0.02513019999999999	1.3374520218446648	0.640561	0.6656912
TCGA-06-0125	CHI3L1	cg04361579	0.03365829999999992	1.3374520218446648	0.9374723	0.9711306
TCGA-06-0125	CHI3L1	cg05526099	0.040792300000000004	1.3374520218446648	0.8993931	0.9401854
TCGA-06-0125	CHI3L1	cg07423149	0.1130621	1.3374520218446648	0.2612976	0.3743597
TCGA-06-0125	CHI3L1	cg11196333	0.055278199999999944	1.3374520218446648	0.8284877	0.8837659
TCGA-06-0125	CHI3L1	cg13134650	0.24048510000000003	1.3374520218446648	0.1474632	0.3879483
TCGA-06-0125	CHI3L1	cg14085262	0.08800730000000001	1.3374520218446648	0.2061998	0.2942071
TCGA-06-0125	CHI3L1	cg14165900	0.022615900000000022	1.3374520218446648	0.9273151	0.949931
TCGA-06-0125	CHI3L1	cg15490070	-0.00713649999999999	1.3374520218446648	0.538381	0.5312445
TCGA-06-0125	CHI3L1	cg17000774	-0.002683800000000014	1.3374520218446648	0.7693217	0.7666379
TCGA-06-0125	CHI3L1	cg17014757	0.07411030000000002	1.3374520218446648	0.2717731	0.3458834
TCGA-06-0125	CHI3L1	cg20707774	0.0046696000000000515	1.3374520218446648	0.9177757	0.9224453
TCGA-06-0125	CD44	cg01663768	0.004672651697137403	1.5771362268112417	0.0669632768953773	0.0716359285925147
TCGA-06-0125	CD44	cg01766065	0.0016373944958635	1.5771362268112417	0.0136671492696395	0.015304543765503
TCGA-06-0125	CD44	cg01879488	0.009661423787663798	1.5771362268112417	0.0440510154819177	0.0537124392695815
TCGA-06-0125	CD44	cg02081846	0.021857146086926016	1.5771362268112417	0.930443767188511	0.952300913275437
TCGA-06-0125	CD44	cg02663352	0.277425592571992	1.5771362268112417	0.280028053402207	0.557453645974199
TCGA-06-0125	CD44	cg04125208	-0.009222530000000007	1.5771362268112417	0.08893787	0.07971534
TCGA-06-0125	CD44	cg04171808	0.04101339999999998	1.5771362268112417	0.322959	0.3639724
TCGA-06-0125	CD44	cg04699227	0.03545690000000001	1.5771362268112417	0.9040642	0.9395211
TCGA-06-0125	CD44	cg06975166	0.0178334	1.5771362268112417	0.9256234	0.9434568
TCGA-06-0125	CD44	cg07262328	-0.012014780000000003	1.5771362268112417	0.0941411	0.08212632
TCGA-06-0125	CD44	cg08530414	0.018410380000000004	1.5771362268112417	0.06483717	0.08324755
TCGA-06-0125	CD44	cg08606356	-0.0026208999999999955	1.5771362268112417	0.03989805	0.03727715
TCGA-06-0125	CD44	cg08688659	-0.05341949999999995	1.5771362268112417	0.8805694	0.8271499
TCGA-06-0125	CD44	cg09077672	0.024891499999999955	1.5771362268112417	0.9361787	0.9610702
TCGA-06-0125	CD44	cg13332350	0.12348950000000003	1.5771362268112417	0.5507331	0.6742226
TCGA-06-0125	CD44	cg13369159	-0.0068241	1.5771362268112417	0.9307848	0.9239607
TCGA-06-0125	CD44	cg14082886	0.027241299999999913	1.5771362268112417	0.5475465	0.5747878
TCGA-06-0125	CD44	cg15239179	0.010374999999999912	1.5771362268112417	0.9197144	0.9300894
TCGA-06-0125	CD44	cg15427520	0.031169500000000072	1.5771362268112417	0.9180723	0.9492418
TCGA-06-0125	CD44	cg15695194	-0.029525899999999994	1.5771362268112417	0.7766964	0.7471705
TCGA-06-0125	CD44	cg16175294	0.044730099999999995	1.5771362268112417	0.8897658	0.9344959
TCGA-06-0125	CD44	cg16344511	-0.10792780000000002	1.5771362268112417	0.8161303	0.7082025
TCGA-06-0125	CD44	cg17640322	-0.00023481000000000023	1.5771362268112417	0.0145439	0.01430909
TCGA-06-0125	CD44	cg18652941	0.011570819999999996	1.5771362268112417	0.0589533	0.07052412
TCGA-06-0125	CD44	cg19292760	-0.005247300000000066	1.5771362268112417	0.5300188	0.5247715
TCGA-06-0125	CD44	cg19430728	0.02235520000000002	1.5771362268112417	0.9255258	0.947881
TCGA-06-0125	CD44	cg20143092	0.26527583	1.5771362268112417	0.06366117	0.328937
TCGA-06-0125	CD44	cg20971158	-0.026281	1.5771362268112417	0.9091437	0.8828627
TCGA-06-0125	CD44	cg21076259	0.04035139999999998	1.5771362268112417	0.1172475	0.1575989
TCGA-06-0125	CD44	cg23186333	0.04016439999999999	1.5771362268112417	0.8749795	0.9151439
TCGA-06-0125	CD44	cg25096745	-0.007095200000000079	1.5771362268112417	0.9269555	0.9198603
TCGA-DU-5870	CHI3L1	cg02097014	-0.033231530368668605	-1.7992201817520768	0.126061843657117	0.0928303132884484
TCGA-DU-5870	CHI3L1	cg03625911	-0.07671079999999997	-1.7992201817520768	0.7978909	0.7211801
TCGA-DU-5870	CHI3L1	cg04361579	-0.011453500000000005	-1.7992201817520768	0.946921	0.9354675
TCGA-DU-5870	CHI3L1	cg05526099	-0.016992999999999925	-1.7992201817520768	0.9374408	0.9204478
TCGA-DU-5870	CHI3L1	cg07423149	-0.07229400000000002	-1.7992201817520768	0.3623021	0.2900081
TCGA-DU-5870	CHI3L1	cg11196333	-0.017428299999999952	-1.7992201817520768	0.8748484	0.8574201
TCGA-DU-5870	CHI3L1	cg13134650	-0.10806840000000001	-1.7992201817520768	0.2583763	0.1503079
TCGA-DU-5870	CHI3L1	cg14085262	-0.09406350000000002	-1.7992201817520768	0.4333073	0.3392438
TCGA-DU-5870	CHI3L1	cg14165900	-0.009981100000000076	-1.7992201817520768	0.9554694	0.9454883
TCGA-DU-5870	CHI3L1	cg15490070	-0.10369729999999999	-1.7992201817520768	0.7444082	0.6407109
TCGA-DU-5870	CHI3L1	cg17000774	0.0013600000000000279	-1.7992201817520768	0.5543057	0.5556657
TCGA-DU-5870	CHI3L1	cg17014757	-0.02510279999999998	-1.7992201817520768	0.5887585	0.5636557
TCGA-DU-5870	CHI3L1	cg19081101	-0.3088623	-1.7992201817520768	0.4168882	0.1080259
TCGA-DU-5870	CHI3L1	cg20707774	-0.017912700000000004	-1.7992201817520768	0.9138146	0.8959019
TCGA-DU-5870	CD44	cg01663768	0.004386841532473096	-0.2964730813727042	0.0519380029749599	0.056324844507433
TCGA-DU-5870	CD44	cg01766065	-0.002133503521951498	-0.2964730813727042	0.0181108617635957	0.0159773582416442
TCGA-DU-5870	CD44	cg01879488	-0.1795072586170325	-0.2964730813727042	0.205688880710124	0.0261816220930915
TCGA-DU-5870	CD44	cg02081846	-0.002359508945806943	-0.2964730813727042	0.935091637497545	0.932732128551738
TCGA-DU-5870	CD44	cg02663352	-0.017925803513754057	-0.2964730813727042	0.941730667063692	0.923804863549938
TCGA-DU-5870	CD44	cg04125208	-0.003317150000000005	-0.2964730813727042	0.08936259	0.08604544
TCGA-DU-5870	CD44	cg04171808	-0.0485312	-0.2964730813727042	0.6062105	0.5576793
TCGA-DU-5870	CD44	cg04699227	-0.027122800000000002	-0.2964730813727042	0.8920529	0.8649301
TCGA-DU-5870	CD44	cg06975166	-0.013923600000000036	-0.2964730813727042	0.9670853	0.9531617
TCGA-DU-5870	CD44	cg07262328	-0.006563690000000004	-0.2964730813727042	0.06803494	0.06147125
TCGA-DU-5870	CD44	cg08530414	0.0048148499999999955	-0.2964730813727042	0.09235272	0.09716757
TCGA-DU-5870	CD44	cg08606356	0.0006696200000000027	-0.2964730813727042	0.02888954	0.02955916
TCGA-DU-5870	CD44	cg08688659	0.016825800000000002	-0.2964730813727042	0.9339874	0.9508132
TCGA-DU-5870	CD44	cg09077672	-0.06180339999999995	-0.2964730813727042	0.9380976	0.8762942
TCGA-DU-5870	CD44	cg13332350	-0.018215329999999995	-0.2964730813727042	0.07831779	0.06010246
TCGA-DU-5870	CD44	cg13369159	-0.02322000000000002	-0.2964730813727042	0.9167069	0.8934869
TCGA-DU-5870	CD44	cg14082886	-0.0041687999999999725	-0.2964730813727042	0.9343758	0.930207
TCGA-DU-5870	CD44	cg15239179	-0.04885090000000003	-0.2964730813727042	0.914332	0.8654811
TCGA-DU-5870	CD44	cg15427520	-0.004887500000000045	-0.2964730813727042	0.9489773	0.9440898
TCGA-DU-5870	CD44	cg15695194	-0.14221469999999992	-0.2964730813727042	0.8522751	0.7100604
TCGA-DU-5870	CD44	cg16175294	0.007245700000000022	-0.2964730813727042	0.8913014	0.8985471
TCGA-DU-5870	CD44	cg16344511	-0.6750501	-0.2964730813727042	0.8439607	0.1689106
TCGA-DU-5870	CD44	cg17640322	0.0011110400000000006	-0.2964730813727042	0.01584114	0.01695218
TCGA-DU-5870	CD44	cg18652941	0.0035319299999999956	-0.2964730813727042	0.04693237	0.0504643
TCGA-DU-5870	CD44	cg19292760	0.29445649999999995	-0.2964730813727042	0.3680197	0.6624762
TCGA-DU-5870	CD44	cg19430728	-0.009980600000000006	-0.2964730813727042	0.9277415	0.9177609
TCGA-DU-5870	CD44	cg20143092	0.40103330000000004	-0.2964730813727042	0.0438646	0.4448979
TCGA-DU-5870	CD44	cg20971158	0.026528500000000066	-0.2964730813727042	0.8693814	0.8959099
TCGA-DU-5870	CD44	cg21076259	-0.07376161	-0.2964730813727042	0.1588281	0.08506649
TCGA-DU-5870	CD44	cg23186333	-0.051489600000000024	-0.2964730813727042	0.9104098	0.8589202
TCGA-DU-5870	CD44	cg23210303	-0.04874199999999995	-0.2964730813727042	0.8940446	0.8453026
TCGA-DU-5870	CD44	cg25096745	-0.007307600000000081	-0.2964730813727042	0.9299338	0.9226262
TCGA-DU-6404	CHI3L1	cg02097014	0.0594042909003988	-0.6445181230969287	0.0588700794216642	0.118274370322063
TCGA-DU-6404	CHI3L1	cg03625911	0.03433160000000002	-0.6445181230969287	0.5847913	0.6191229
TCGA-DU-6404	CHI3L1	cg04361579	0.004432300000000056	-0.6445181230969287	0.9549409	0.9593732
TCGA-DU-6404	CHI3L1	cg05526099	-0.0588784	-0.6445181230969287	0.9546407	0.8957623
TCGA-DU-6404	CHI3L1	cg07423149	0.08692420000000001	-0.6445181230969287	0.1470813	0.2340055
TCGA-DU-6404	CHI3L1	cg11196333	-0.04549890000000001	-0.6445181230969287	0.7200615	0.6745626
TCGA-DU-6404	CHI3L1	cg13134650	0.09602639999999998	-0.6445181230969287	0.2272163	0.3232427
TCGA-DU-6404	CHI3L1	cg14085262	0.06482189	-0.6445181230969287	0.08592921	0.1507511
TCGA-DU-6404	CHI3L1	cg14165900	-0.021863399999999977	-0.6445181230969287	0.9522889	0.9304255
TCGA-DU-6404	CHI3L1	cg15490070	-0.036831299999999956	-0.6445181230969287	0.4689636	0.4321323
TCGA-DU-6404	CHI3L1	cg17000774	0.011582299999999934	-0.6445181230969287	0.527252	0.5388343
TCGA-DU-6404	CHI3L1	cg17014757	0.06080241999999998	-0.6445181230969287	0.08521578	0.1460182
TCGA-DU-6404	CHI3L1	cg19081101	0.07869617000000001	-0.6445181230969287	0.06388363	0.1425798
TCGA-DU-6404	CHI3L1	cg20707774	0.007141999999999982	-0.6445181230969287	0.9034671	0.9106091
TCGA-DU-6404	CD44	cg01663768	0.0069864250355774	1.5529011450810086	0.0601544985222339	0.0671409235578113
TCGA-DU-6404	CD44	cg01766065	-0.0001933785228071007	1.5529011450810086	0.0153473669094251	0.015153988386618
TCGA-DU-6404	CD44	cg01879488	0.005411026758520402	1.5529011450810086	0.025139145777314	0.0305501725358344
TCGA-DU-6404	CD44	cg02081846	0.02218555033847902	1.5529011450810086	0.912831573706962	0.935017124045441
TCGA-DU-6404	CD44	cg02663352	-0.11078696008268096	1.5529011450810086	0.928441063643466	0.817654103560785
TCGA-DU-6404	CD44	cg04125208	0.0029706800000000033	1.5529011450810086	0.0535994	0.05657008
TCGA-DU-6404	CD44	cg04171808	0.0798808	1.5529011450810086	0.2271466	0.3070274
TCGA-DU-6404	CD44	cg04699227	0.12941769999999997	1.5529011450810086	0.7611209	0.8905386
TCGA-DU-6404	CD44	cg06975166	0.014210999999999974	1.5529011450810086	0.9416825	0.9558935
TCGA-DU-6404	CD44	cg07262328	-0.017092659999999996	1.5529011450810086	0.07870382	0.06161116
TCGA-DU-6404	CD44	cg08530414	-0.10618065	1.5529011450810086	0.1660894	0.05990875
TCGA-DU-6404	CD44	cg08606356	0.01682873	1.5529011450810086	0.02775105	0.04457978
TCGA-DU-6404	CD44	cg08688659	-0.06923220000000008	1.5529011450810086	0.8932476	0.8240154
TCGA-DU-6404	CD44	cg09077672	-0.007380300000000006	1.5529011450810086	0.9257462	0.9183659
TCGA-DU-6404	CD44	cg13332350	-0.10897230000000002	1.5529011450810086	0.6724731	0.5635008
TCGA-DU-6404	CD44	cg13369159	0.01871299999999998	1.5529011450810086	0.9106592	0.9293722
TCGA-DU-6404	CD44	cg14082886	-0.18776919999999997	1.5529011450810086	0.9304927	0.7427235
TCGA-DU-6404	CD44	cg15239179	-0.38686929999999997	1.5529011450810086	0.8784841	0.4916148
TCGA-DU-6404	CD44	cg15427520	-0.007998600000000078	1.5529011450810086	0.943061	0.9350624
TCGA-DU-6404	CD44	cg15695194	-0.23862689999999998	1.5529011450810086	0.7692139	0.530587
TCGA-DU-6404	CD44	cg16175294	-0.0314565	1.5529011450810086	0.8623575	0.830901
TCGA-DU-6404	CD44	cg16344511	-0.052140000000000075	1.5529011450810086	0.9124379	0.8602979
TCGA-DU-6404	CD44	cg17640322	-0.00230846	1.5529011450810086	0.01633571	0.01402725
TCGA-DU-6404	CD44	cg18652941	-6.855999999999529e-05	1.5529011450810086	0.04698362	0.04691506
TCGA-DU-6404	CD44	cg19292760	-0.3687901	1.5529011450810086	0.6705048	0.3017147
TCGA-DU-6404	CD44	cg19430728	0.009281800000000007	1.5529011450810086	0.9263474	0.9356292
TCGA-DU-6404	CD44	cg20143092	-0.048212300000000013	1.5529011450810086	0.1910397	0.1428274
TCGA-DU-6404	CD44	cg20971158	-0.046074199999999954	1.5529011450810086	0.8917697	0.8456955
TCGA-DU-6404	CD44	cg21076259	-0.03373023	1.5529011450810086	0.09520806	0.06147783
TCGA-DU-6404	CD44	cg23186333	-0.35494990000000004	1.5529011450810086	0.7875999	0.43265
TCGA-DU-6404	CD44	cg23210303	0.004177199999999992	1.5529011450810086	0.8370811	0.8412583
TCGA-DU-6404	CD44	cg25096745	0.0029805000000000526	1.5529011450810086	0.8957927	0.8987732
GLSS-LU-00B9	CHI3L1	cg02097014	0.14665495174658796	-0.6262410233278065	0.184928317733025	0.331583269479613
GLSS-LU-00B9	CHI3L1	cg03625911	0.1499164	-0.6262410233278065	0.3927377	0.5426541
GLSS-LU-00B9	CHI3L1	cg04361579	-0.024671599999999905	-0.6262410233278065	0.9320565	0.9073849
GLSS-LU-00B9	CHI3L1	cg05526099	0.03247660000000008	-0.6262410233278065	0.9057601	0.9382367
GLSS-LU-00B9	CHI3L1	cg07423149	0.11123699999999997	-0.6262410233278065	0.3433949	0.4546319
GLSS-LU-00B9	CHI3L1	cg11196333	0.2990606	-0.6262410233278065	0.5304303	0.8294909
GLSS-LU-00B9	CHI3L1	cg13134650	0.14632849999999997	-0.6262410233278065	0.3733274	0.5196559
GLSS-LU-00B9	CHI3L1	cg14085262	0.08954309999999999	-0.6262410233278065	0.1960347	0.2855778
GLSS-LU-00B9	CHI3L1	cg14165900	-0.009422600000000059	-0.6262410233278065	0.9451431	0.9357205
GLSS-LU-00B9	CHI3L1	cg15490070	0.09939549999999997	-0.6262410233278065	0.3971791	0.4965746
GLSS-LU-00B9	CHI3L1	cg17000774	0.22830500000000004	-0.6262410233278065	0.4921448	0.7204498
GLSS-LU-00B9	CHI3L1	cg17014757	0.034853800000000046	-0.6262410233278065	0.3065343	0.3413881
GLSS-LU-00B9	CHI3L1	cg19081101	0.11693039999999999	-0.6262410233278065	0.3752356	0.492166
GLSS-LU-00B9	CHI3L1	cg20707774	-0.047957999999999945	-0.6262410233278065	0.8994726	0.8515146
GLSS-LU-00B9	CD44	cg01663768	-0.05433015368117361	-0.1999871314591269	0.116547418972071	0.0622172652908974
GLSS-LU-00B9	CD44	cg01766065	0.0006170276077969994	-0.1999871314591269	0.0363590652766157	0.0369760928844127
GLSS-LU-00B9	CD44	cg01879488	-0.008002680067322493	-0.1999871314591269	0.0710861563589762	0.0630834762916537
GLSS-LU-00B9	CD44	cg02081846	-0.08373351879754498	-0.1999871314591269	0.881008287672273	0.797274768874728
GLSS-LU-00B9	CD44	cg02663352	0.221453317276873	-0.1999871314591269	0.579123619530716	0.800576936807589
GLSS-LU-00B9	CD44	cg04125208	0.03812521999999999	-0.1999871314591269	0.07839608	0.1165213
GLSS-LU-00B9	CD44	cg04171808	-0.06305860000000002	-0.1999871314591269	0.3860063	0.3229477
GLSS-LU-00B9	CD44	cg04699227	-0.1866797	-0.1999871314591269	0.8225415	0.6358618
GLSS-LU-00B9	CD44	cg06975166	-0.011356900000000003	-0.1999871314591269	0.9229922	0.9116353
GLSS-LU-00B9	CD44	cg07262328	-0.05728293000000001	-0.1999871314591269	0.1507843	0.09350137
GLSS-LU-00B9	CD44	cg08530414	0.04467138000000001	-0.1999871314591269	0.07411812	0.1187895
GLSS-LU-00B9	CD44	cg08606356	0.0023872900000000002	-0.1999871314591269	0.04592216	0.04830945
GLSS-LU-00B9	CD44	cg08688659	0.04978550000000004	-0.1999871314591269	0.7852013	0.8349868
GLSS-LU-00B9	CD44	cg09077672	-0.049945099999999965	-0.1999871314591269	0.8694158	0.8194707
GLSS-LU-00B9	CD44	cg13332350	-0.043088100000000074	-0.1999871314591269	0.5870528	0.5439647
GLSS-LU-00B9	CD44	cg13369159	-0.023503700000000016	-0.1999871314591269	0.8640534	0.8405497
GLSS-LU-00B9	CD44	cg14082886	0.34255910000000006	-0.1999871314591269	0.4198066	0.7623657
GLSS-LU-00B9	CD44	cg14593191	-0.008088499999999998	-0.1999871314591269	0.3609207	0.3528322
GLSS-LU-00B9	CD44	cg15239179	-0.029111499999999957	-0.1999871314591269	0.8808009	0.8516894
GLSS-LU-00B9	CD44	cg15427520	-0.03234209999999993	-0.1999871314591269	0.9039244	0.8715823
GLSS-LU-00B9	CD44	cg15695194	0.051572300000000015	-0.1999871314591269	0.7148426	0.7664149
GLSS-LU-00B9	CD44	cg16175294	-0.2734147	-0.1999871314591269	0.8188711	0.5454564
GLSS-LU-00B9	CD44	cg16344511	0.11760689999999996	-0.1999871314591269	0.7049978	0.8226047
GLSS-LU-00B9	CD44	cg17640322	-0.00018602000000000202	-0.1999871314591269	0.02773559	0.02754957
GLSS-LU-00B9	CD44	cg18652941	-0.014402600000000002	-0.1999871314591269	0.1206174	0.1062148
GLSS-LU-00B9	CD44	cg19292760	0.11266420000000005	-0.1999871314591269	0.448548	0.5612122
GLSS-LU-00B9	CD44	cg19430728	-0.02789929999999996	-0.1999871314591269	0.8598926	0.8319933
GLSS-LU-00B9	CD44	cg20143092	0.030462659999999996	-0.1999871314591269	0.04515659	0.07561925
GLSS-LU-00B9	CD44	cg20971158	-0.24664580000000003	-0.1999871314591269	0.7599356	0.5132898
GLSS-LU-00B9	CD44	cg21076259	0.05261719999999999	-0.1999871314591269	0.1020244	0.1546416
GLSS-LU-00B9	CD44	cg23186333	0.13751029999999997	-0.1999871314591269	0.5187615	0.6562718
GLSS-LU-00B9	CD44	cg23210303	-0.09172380000000002	-0.1999871314591269	0.7424988	0.650775
GLSS-LU-00B9	CD44	cg25096745	-0.16077279999999994	-0.1999871314591269	0.7873425	0.6265697
GLSS-SF-0022	CHI3L1	cg02097014	-0.0902927448263737	0.9450237198451742	0.131838162499436	0.0415454176730623
GLSS-SF-0022	CHI3L1	cg03625911	0.06590549999999995	0.9450237198451742	0.7955824	0.8614879
GLSS-SF-0022	CHI3L1	cg04361579	-0.00040890000000004534	0.9450237198451742	0.9627137	0.9623048
GLSS-SF-0022	CHI3L1	cg05526099	-0.3113072	0.9450237198451742	0.9343064	0.6229992
GLSS-SF-0022	CHI3L1	cg07423149	0.12033950000000004	0.9450237198451742	0.3030129	0.4233524
GLSS-SF-0022	CHI3L1	cg11196333	0.008438599999999963	0.9450237198451742	0.8972941	0.9057327
GLSS-SF-0022	CHI3L1	cg13134650	-0.24833998999999998	0.9450237198451742	0.3470117	0.09867171
GLSS-SF-0022	CHI3L1	cg14085262	0.21870409999999996	0.9450237198451742	0.5347906	0.7534947
GLSS-SF-0022	CHI3L1	cg14165900	-0.011803399999999908	0.9450237198451742	0.9636792	0.9518758
GLSS-SF-0022	CHI3L1	cg15490070	0.09572780000000003	0.9450237198451742	0.6746312	0.770359
GLSS-SF-0022	CHI3L1	cg17000774	0.03517419999999993	0.9450237198451742	0.7775975	0.8127717
GLSS-SF-0022	CHI3L1	cg17014757	0.30184570000000005	0.9450237198451742	0.4910904	0.7929361
GLSS-SF-0022	CHI3L1	cg19081101	0.358741	0.9450237198451742	0.3796752	0.7384162
GLSS-SF-0022	CHI3L1	cg20707774	-0.006168700000000027	0.9450237198451742	0.9319937	0.925825
GLSS-SF-0022	CD44	cg01663768	-0.0158820579342233	-0.48319290564925266	0.0650846218426705	0.0492025639084472
GLSS-SF-0022	CD44	cg01766065	-0.0022837147223053987	-0.48319290564925266	0.0274433925779091	0.0251596778556037
GLSS-SF-0022	CD44	cg01879488	0.013306736896999297	-0.48319290564925266	0.0222635841459107	0.03557032104291
GLSS-SF-0022	CD44	cg02081846	0.007784204826189911	-0.48319290564925266	0.943009564886601	0.950793769712791
GLSS-SF-0022	CD44	cg02663352	0.03422011700085492	-0.48319290564925266	0.921678414605223	0.955898531606078
GLSS-SF-0022	CD44	cg04125208	-0.00296478	-0.48319290564925266	0.07555089	0.07258611
GLSS-SF-0022	CD44	cg04171808	-0.12769399999999997	-0.48319290564925266	0.4749599	0.3472659
GLSS-SF-0022	CD44	cg04699227	-0.004313400000000023	-0.48319290564925266	0.9258401	0.9215267
GLSS-SF-0022	CD44	cg06975166	0.009576499999999988	-0.48319290564925266	0.9550118	0.9645883
GLSS-SF-0022	CD44	cg07262328	-0.026557380000000005	-0.48319290564925266	0.078641	0.05208362
GLSS-SF-0022	CD44	cg08530414	-0.07174724	-0.48319290564925266	0.1605983	0.08885106
GLSS-SF-0022	CD44	cg08606356	-0.010841379999999998	-0.48319290564925266	0.04249036	0.03164898
GLSS-SF-0022	CD44	cg08688659	0.020272700000000032	-0.48319290564925266	0.9202711	0.9405438
GLSS-SF-0022	CD44	cg09077672	0.008603000000000027	-0.48319290564925266	0.9420672	0.9506702
GLSS-SF-0022	CD44	cg13332350	-0.0009721999999999786	-0.48319290564925266	0.9238277	0.9228555
GLSS-SF-0022	CD44	cg13369159	0.0014191000000000065	-0.48319290564925266	0.9340382	0.9354573
GLSS-SF-0022	CD44	cg14082886	0.05973189999999995	-0.48319290564925266	0.8790573	0.9387892
GLSS-SF-0022	CD44	cg14593191	-0.29362651	-0.48319290564925266	0.3663095	0.07268299
GLSS-SF-0022	CD44	cg15239179	-0.39833280000000004	-0.48319290564925266	0.9481659	0.5498331
GLSS-SF-0022	CD44	cg15427520	-0.005293500000000062	-0.48319290564925266	0.953034	0.9477405
GLSS-SF-0022	CD44	cg15695194	-0.00300939999999994	-0.48319290564925266	0.9131237	0.9101143
GLSS-SF-0022	CD44	cg16175294	0.0463017	-0.48319290564925266	0.8780686	0.9243703
GLSS-SF-0022	CD44	cg16344511	-0.3709355	-0.48319290564925266	0.844741	0.4738055
GLSS-SF-0022	CD44	cg17640322	-0.010802220000000001	-0.48319290564925266	0.03116251	0.02036029
GLSS-SF-0022	CD44	cg18652941	-0.005753180000000004	-0.48319290564925266	0.04618537	0.04043219
GLSS-SF-0022	CD44	cg19292760	-0.2650381	-0.48319290564925266	0.4130375	0.1479994
GLSS-SF-0022	CD44	cg19430728	0.012025799999999975	-0.48319290564925266	0.9279919	0.9400177
GLSS-SF-0022	CD44	cg20143092	-0.006128020000000001	-0.48319290564925266	0.02969056	0.02356254
GLSS-SF-0022	CD44	cg20971158	0.016733999999999916	-0.48319290564925266	0.9073885	0.9241225
GLSS-SF-0022	CD44	cg21076259	-0.049468250000000005	-0.48319290564925266	0.1231334	0.07366515
GLSS-SF-0022	CD44	cg23186333	0.015496599999999972	-0.48319290564925266	0.9269469	0.9424435
GLSS-SF-0022	CD44	cg23210303	0.0456261	-0.48319290564925266	0.853521	0.8991471
GLSS-SF-0022	CD44	cg25096745	0.012048700000000023	-0.48319290564925266	0.9274367	0.9394854
GLSS-SF-0003	CHI3L1	cg02097014	0.11989279126165801	7.73854380654057	0.089582926392846	0.209475717654504
GLSS-SF-0003	CHI3L1	cg03625911	-0.16212510000000002	7.73854380654057	0.844514	0.6823889
GLSS-SF-0003	CHI3L1	cg04361579	0.0038713999999999693	7.73854380654057	0.9597442	0.9636156
GLSS-SF-0003	CHI3L1	cg05526099	-0.0700807	7.73854380654057	0.9546953	0.8846146
GLSS-SF-0003	CHI3L1	cg07423149	0.148982	7.73854380654057	0.3658006	0.5147826
GLSS-SF-0003	CHI3L1	cg11196333	-0.018798000000000092	7.73854380654057	0.9334573	0.9146593
GLSS-SF-0003	CHI3L1	cg13134650	0.29686119999999994	7.73854380654057	0.2038058	0.500667
GLSS-SF-0003	CHI3L1	cg14085262	-0.2752892	7.73854380654057	0.7405446	0.4652554
GLSS-SF-0003	CHI3L1	cg14165900	-0.007845600000000008	7.73854380654057	0.9651564	0.9573108
GLSS-SF-0003	CHI3L1	cg15490070	-0.16489779999999998	7.73854380654057	0.7641398	0.599242
GLSS-SF-0003	CHI3L1	cg17000774	-0.01715700000000009	7.73854380654057	0.8067971	0.7896401
GLSS-SF-0003	CHI3L1	cg17014757	-0.0034647999999999346	7.73854380654057	0.6447331	0.6412683
GLSS-SF-0003	CHI3L1	cg19081101	0.11761650000000001	7.73854380654057	0.5555334	0.6731499
GLSS-SF-0003	CHI3L1	cg20707774	-0.018741099999999955	7.73854380654057	0.9405399	0.9217988
